ProjID,ProjectStatus,ProjectTitle,ProjectRDC,ProjectYearStarted,ProjectYearEnded,ProjectPI,OutputTitle,OutputBiblio,OutputType,OutputStatus,OutputVenue,OutputYear,OutputMonth,OutputVolume,OutputNumber,OutputPages
761,completed,,texas,,,matthias g kehrig,spatially resolved properties for extremely metal poor star forming galaxies with wolf rayet features and high ionization lines,,JO,PB,Astronomy &amp; Astrophysics,2014,9,491,1,113-129
761,completed,,texas,,,matthias g kehrig,3d spectroscopy of wolf rayet hii galaxies,,JO,PB,Proceedings of the International Astronomical Union,2014,7,10,S309,155-156
763,completed,CPS - Tax Calculation,boston,2009,2010,daniel feenberg,variational and parquet diagram calculations for neutron matter ii twisted chain diagrams,,JO,PB,Physical Review C,2010,12,102,6,
774,completed,Oral Health Among Rural and Urban Populations,triangle,2010,2013,amy b martin,impact of the three child policy and delayed retirement on the transfer of surplus rural labor under xi jinping s new population vision a re examination of china s lewis turning point,,BO,PB,"Advances in Economics, Business and Management Research",2013,,,,281-294
776,completed,Income Effects in Labor Supply: Evidence from Census Demographic Microdata,berkeley,2011,2014,philippe wingender,attrition and non response in panel data the case of the canadian survey of labor and income dynamics,,JO,PB,SSRN Electronic Journal,2014,,,,
776,completed,Income Effects in Labor Supply: Evidence from Census Demographic Microdata,berkeley,2011,2014,philippe wingender,fine grained car detection for visual census estimation,,JO,PB,Proceedings of the AAAI Conference on Artificial Intelligence,2014,2,31,1,
776,completed,Income Effects in Labor Supply: Evidence from Census Demographic Microdata,berkeley,2011,2014,philippe wingender,visualizing income distribution in the united states,,JO,PB,SSRN Electronic Journal,2014,,,,
786,completed,"Dynamics of Workplace Wages, Returns to R&D and the Economic Impact of Science and Engineering Workers",boston,2009,2014,erling barth,endogenous labour flow networks,,JO,PB,Structural Change and Economic Dynamics,2014,3,52,,238-259
787,completed,The Firm-Level Evolution of Energy Efficiency,baruch,2013,2017,hunt v allcott,euclid dark universe probe and microlensing planet hunter,,JO,PB,The Astrophysical Journal,2017,12,707,2,979-987
787,completed,The Firm-Level Evolution of Energy Efficiency,baruch,2013,2017,hunt v allcott,low metallicity blue compact dwarfs as templates for primordial star formation,,BO,PB,Astrophysics and Space Science Proceedings,2017,10,,,253-259
792,completed,,triangle,,,ted d mouw,local labor market effects of mergers and acquisitions in developing countries evidence from brazil,,JO,PB,SSRN Electronic Journal,2015,,,,
795,completed,Estimating A Local Hedonic Price Index for Group Health Insurance,washington,2014,2016,ralph bradley,hedonic prices and quality adjusted price indices powered by ai,,RE,PB,,2016,2,,,
797,completed,,minnesota,,,carolyn a liebler,on two non existence results for cameron liebler k sets in mathrm pg n q,,JO,PB,"Designs, Codes and Cryptography",2015,10,93,4,1163-1177
798,completed,,chicago,,,charles m tolbert,large scale analysis of new employee network dynamics,,JO,PB,"Journal of Information, Communication and Intelligence Systems",2014,12,1,1,
800,completed,Public Subsidies and Higher Education,michigan,2010,2015,isaac n mcfarlin,personalized subsidy rules,,JO,PB,The World Economy,2015,9,43,12,3104-3132
812,completed,Community Circumstances of Disconnected Single Mothers,baruch,2010,2012,andrea hetling,electrocardiography separation of mother and baby,,JO,PB,Journal of the American Academy of Child &amp; Adolescent Psychiatry,2012,3,32,2,475-476
813,completed,Accuracy of Same-sex Couple Data in the American Community Survey,ucla,2011,2014,gary j gates,accounting for survey design in bayesian disaggregation of survey based areal estimates of proportions an application to the american community survey,,JO,PB,The Annals of Applied Statistics,2014,12,16,4,
813,completed,Accuracy of Same-sex Couple Data in the American Community Survey,ucla,2011,2014,gary j gates,bayesian nonparametric multivariate spatial mixture mixed effects models with application to american community survey special tabulations,,JO,PB,The Annals of Applied Statistics,2014,3,16,1,
815,completed,Understanding Employee Entrepreneurship,ucla,2010,2021,mariko sakakibara,capitalizing on a crisis a computational analysis of all five million british firms during the covid 19 pandemic,,JO,PB,Journal of Computational Social Science,2021,2,8,2,
816,completed,Market Structure and the Evolution of the Garment Cleaning Industry,berkeley,2010,2014,bryan k bollinger,structure preserving 3d garment modeling with neural sewing machines,,JO,PB,International Journal of Clothing Science and Technology,2014,3,8,1/2,44-55
816,completed,Market Structure and the Evolution of the Garment Cleaning Industry,berkeley,2010,2014,bryan k bollinger,bollinger bands thirty years later,,BO,PB,Management Teams,2014,,,,151-156
829,completed,Community Hazard Mitigation and the Community Rating System of the National Flood Insurance Program,triangle,2011,2012,jingyuan li,floodgenome interpretable machine learning for decoding features shaping property flood risk predisposition in cities,,JO,PB,Environmental Research: Infrastructure and Sustainability,2012,3,5,1,015018
829,completed,Community Hazard Mitigation and the Community Rating System of the National Flood Insurance Program,triangle,2011,2012,jingyuan li,collision of environmental injustice and sea level rise assessment of risk inequality in flood induced pollutant dispersion from toxic sites in texas,,PO,PB,,2012,,,,
832,completed,The Emergence of Wage Discrimination in US Manufacturing,chicago,2010,2012,joyce burnette,effect of state and local sexual orientation anti discrimination laws on labor market differentials,,PO,PB,,2012,,,,
834,completed,Understanding Organizational Factors Behind Firm Performance Heterogeneity,michigan,2010,2015,yue m zhou,institutionalization of software product line an empirical investigation of key organizational factors,,JO,PB,Journal of Systems and Software,2015,6,80,6,836-849
834,completed,Understanding Organizational Factors Behind Firm Performance Heterogeneity,michigan,2010,2015,yue m zhou,open collaboration for innovation principles and performance,,JO,PB,Organization Science,2015,10,25,5,1414-1433
842,completed,,washington,,,deborah r graefe,the link between health insurance coverage and citizenship among immigrants bayesian unit level regression modeling of categorical survey data observed with measurement error,,JO,PB,American Journal of Health Economics,2011,3,7,2,164-184
851,completed,Multiple-father fertility: Prevalence and connection to the criminal justice system (SIPP Small Grants),berkeley,2010,2013,eirik evenhouse,wcld curated large dataset of criminal cases from wisconsin circuit courts,,BO,PB,Judicial Politics in the United States,2013,9,,,109-133
859,completed,,penn state,,,pinar celikkol geylani,colocation of skill related suppliers revisiting coagglomeration using firm to firm network data,,JO,PB,Indian Journal of Science and Technology,2019,7,9,26,
860,completed,The effect of shipping costs on product quality choices,chicago,2012,2016,jonathan i dingel,financing costs per shipment costs and shipping frequency firm level evidence from bangladesh,,JO,PB,Journal of International Economics,2016,1,92,1,166-184
869,completed,The Power of the Pill in Shaping U.S. Fertility and Childbearing Behavior,michigan,2011,2016,emily g collins,fertility and its meaning evidence from search behavior,,JO,PB,Proceedings of the International AAAI Conference on Web and Social Media,2016,5,11,1,640-643
869,completed,The Power of the Pill in Shaping U.S. Fertility and Childbearing Behavior,michigan,2011,2016,emily g collins,mater certa est pater numquam what can facebook advertising data tell us about male fertility rates,,JO,PB,Proceedings of the International AAAI Conference on Web and Social Media,2016,6,12,1,
869,completed,The Power of the Pill in Shaping U.S. Fertility and Childbearing Behavior,michigan,2011,2016,emily g collins,high accurate and explainable multi pill detection framework with graph neural network assisted multimodal data fusion,,JO,PB,PLOS ONE,2016,9,18,9,e0291865
869,completed,The Power of the Pill in Shaping U.S. Fertility and Childbearing Behavior,michigan,2011,2016,emily g collins,image based contextual pill recognition with medical knowledge graph assistance,,BO,PB,Communications in Computer and Information Science,2016,,,,354-369
874,completed,Constructing a Geography for Census Microdata,atlanta,2013,2017,nicholas nagle,synthetic census data generation via multidimensional multiset sum,,JO,PB,Journal of Open Source Software,2017,9,6,65,2863
874,completed,Constructing a Geography for Census Microdata,atlanta,2013,2017,nicholas nagle,the 2010 census confidentiality protections failed here s how and why,,JO,PB,SSRN Electronic Journal,2017,,,,
874,completed,Constructing a Geography for Census Microdata,atlanta,2013,2017,nicholas nagle,an approximate monte carlo simulation method for estimating uncertainty and constructing confidence intervals for 2020 census statistics,,JO,PB,SSRN Electronic Journal,2017,,,,
874,completed,Constructing a Geography for Census Microdata,atlanta,2013,2017,nicholas nagle,releasing survey microdata with exact cluster locations and additional privacy safeguards,,JO,PB,Humanities and Social Sciences Communications,2017,5,10,1,
878,completed,,minnesota,,,jean m abraham,when the system does not fit coping strategies of employment consultants,,JO,PB,Computer Supported Cooperative Work (CSCW),2015,6,29,6,657-696
893,completed,Review of County Business Patterns Microdata for Island Areas (EPCD-453),washington,2010,2012,marc rubin,a multiplicative masking method for preserving the skewness of the original micro records,,RE,PB,OECD Statistics Working Papers,2012,2,,,
893,completed,Review of County Business Patterns Microdata for Island Areas (EPCD-453),washington,2010,2012,marc rubin,covid 19 s unequal toll an assessment of small business impact disparities with respect to ethnorace in metropolitan areas in the us using mobility data,,JO,PB,JMIR Public Health and Surveillance,2012,2,8,2,e28737
898,completed,,wisconsin,,,jason fletcher,early life exposure to measles and later life outcomes evidence from the introduction of a vaccine,,JO,PB,SSRN Electronic Journal,2018,,,,
900,completed,,washington,,,timothy dore,sustainable venture capital,,BO,PB,The Palgrave Encyclopedia of Private Equity,2015,,,,1130-1130
907,completed,Housing Recovery in New Orleans: A Multi-Level Approach to Vulnerability and Resilience (AHS Small Grants Project),chicago,2011,2012,lisa k bates,a quantitative framework for network resilience evaluation using dynamic bayesian network,,JO,PB,Computer Communications,2012,10,194,,387-398
907,completed,Housing Recovery in New Orleans: A Multi-Level Approach to Vulnerability and Resilience (AHS Small Grants Project),chicago,2011,2012,lisa k bates,resilience based performance modeling and decision optimization for transportation network,,PR,PB,IABSE Congress Reports,2012,,24,,498-506
937,completed,"Patterns of Residential Settlement, Distribution,  and Locational Attainment in the United States:  1970-2000 and Beyond",triangle,2012,2017,donovan a anderson,mapping informal settlements in developing countries with multi resolution multi spectral data,,PR,PB,"Proceedings of the 2019 AAAI/ACM Conference on AI, Ethics, and Society",2017,1,,,361-368
987,completed,,michigan,,,kyle l handley,code red the business impact of code quality a quantitative study of 39 proprietary production codebases,,PR,PB,Proceedings of the 2nd ACM/SPEC International Conference on Performance engineering,2018,3,,,1-2
997,completed,Capacity Costs: Evidence from Census Data,michigan,2014,2019,merle ederhof,the quality of the 2020 census an independent assessment of census bureau activities critical to data quality,,JO,PB,Statistical Journal of the IAOS,2019,8,33,3,777-784
997,completed,Capacity Costs: Evidence from Census Data,michigan,2014,2019,merle ederhof,zero shot ecg classification with multimodal learning and test time clinical knowledge enhancement,,PR,PB,2021 IEEE Workshop on Applications of Signal Processing to Audio and Acoustics (WASPAA),2019,10,,,176-180
997,completed,Capacity Costs: Evidence from Census Data,michigan,2014,2019,merle ederhof,an efficient counting method for the colored triad census,,JO,PB,SSRN Electronic Journal,2019,,,,
1000,completed,Effects of the Family and Medical Leave Act on Firms and Workers: Evidence from the LEHD,baruch,2017,2023,douglas v almond,intervention scenarios to enhance knowledge transfer in a network of firm,,JO,PB,Frontiers in Physics,2023,9,8,,
1027,completed,Understanding Informational Barriers to Trade Using the Scope of Exported Products and U.S. State Exporting Promotion Programs,seattle,2014,2017,andrew j cassey,relatedness knowledge diffusion and the evolution of bilateral trade,,JO,PB,Journal of Evolutionary Economics,2017,9,30,2,247-277
1027,completed,Understanding Informational Barriers to Trade Using the Scope of Exported Products and U.S. State Exporting Promotion Programs,seattle,2014,2017,andrew j cassey,predicting exporters with machine learning,,JO,PB,World Trade Review,2017,6,22,5,584-607
1071,active,Improving the Interpretability and Usability of the American Community Survey Through Hierarchical Multiscale Spatio-Temporal Statistical Models - NCRN,missouri,2015,,scott h holan,bayesian semiparametric hierarchical empirical likelihood spatial models,,JO,PB,Journal of Statistical Planning and Inference,2015,10,165,,78-90
1071,active,Improving the Interpretability and Usability of the American Community Survey Through Hierarchical Multiscale Spatio-Temporal Statistical Models - NCRN,missouri,2015,,scott h holan,bayesian binomial mixture models for estimating abundance in ecological monitoring studies,,JO,PB,The Annals of Applied Statistics,2015,3,9,1,
1071,active,Improving the Interpretability and Usability of the American Community Survey Through Hierarchical Multiscale Spatio-Temporal Statistical Models - NCRN,missouri,2015,,scott h holan,small area estimation via multivariate fay herriot models with latent spatial dependence,,JO,PB,Australian &amp; New Zealand Journal of Statistics,2015,2,57,1,15-29
1071,active,Improving the Interpretability and Usability of the American Community Survey Through Hierarchical Multiscale Spatio-Temporal Statistical Models - NCRN,missouri,2015,,scott h holan,conjugate modeling approaches for small area estimation with heteroscedastic structure,,JO,PB,Journal of Survey Statistics and Methodology,2023,2,12,4,1061-1080
1091,active,,atlanta,,,jie he,economic decision making application of the theory of complex systems,,BO,PB,Understanding Complex Systems,2014,,,,51-73
1099,completed,Housing Values and Eminent Domain,triangle,2013,2016,daniel l chen,sparse models and methods for optimal instruments with an application to eminent domain,,JO,PB,SSRN Electronic Journal,2016,,,,
1101,completed,,baruch,,,robert c seamans,artificial intelligence in the service of entrepreneurial finance knowledge structure and the foundational algorithmic paradigm,,JO,PB,Financial Innovation,2017,2,11,1,
1105,completed,,berkeley,,,william r walker,bankruptcy shocks and legal labor markets evidence from the court competition era,,JO,PB,SSRN Electronic Journal,2017,,,,
1109,active,International Buyer-Seller Matches,penn state,2014,,james r tybout,bounds for approximate regret matching algorithms,,JO,PB,Stochastics,2018,5,90,6,886-926
1157,completed,The 'Safe Design Project': Addressing Disclosure Risk of Contextualized Microdata in Survey Design,michigan,2013,2018,kristine m witkowski,comparing the utility and disclosure risk of synthetic data with samples of microdata,,BO,PB,Lecture Notes in Computer Science,2018,,,,234-249
1157,completed,The 'Safe Design Project': Addressing Disclosure Risk of Contextualized Microdata in Survey Design,michigan,2013,2018,kristine m witkowski,studying preferences and concerns about information disclosure in email notifications,,PR,PB,The World Wide Web Conference,2018,5,,,874-885
1157,completed,The 'Safe Design Project': Addressing Disclosure Risk of Contextualized Microdata in Survey Design,michigan,2013,2018,kristine m witkowski,survey on privacy preserving techniques for data publishing,,JO,PB,International Journal Of Engineering And Computer Science,2018,6,,,
1157,completed,The 'Safe Design Project': Addressing Disclosure Risk of Contextualized Microdata in Survey Design,michigan,2013,2018,kristine m witkowski,assessing the protection provided by misclassification based disclosure limitation methods for survey microdata,,JO,PB,The Annals of Applied Statistics,2018,9,4,3,
1169,completed,"Introduction of Head Start, Maternal Labor Supply and Child Outcomes",chicago,2013,2015,robert kaestner,implication of natal care and maternity leave on child morbidity evidence from ghana,,JO,PB,Global Journal of Health Science,2015,7,12,9,94
1175,completed,,irvine,,,matthew l freedman,a members first approach to enabling linkedin s labor market insights at scale,,BO,PB,Research in the Sociology of Work,2023,6,,,1-31
1179,completed,,boston,,,teresa c fort,a first unbiased global determination of polarized pdfs and their uncertainties,,JO,PB,Nuclear Physics B,2018,10,887,,276-308
1181,completed,,boston,,,david h autor,more robust estimators for instrumental variable panel designs with an application to the effect of imports from china on us employment,,JO,PB,SSRN Electronic Journal,2016,,,,
1182,completed,"When Opportunity Moves To Or Away From You: An Analysis Of The Mechanisms Linking Geographic, Economic, Institutional, And Social Space With Entrepreneurship, Innovation, And Business Performance",baruch,2015,2020,jason greenberg,populist discourse and entrepreneurship the role of political ideology and institutions,,JO,PB,SSRN Electronic Journal,2020,,,,
1188,completed,Modeling the Social Environmental Influences and Mechanisms of Suicide,chicago,2016,2019,david a boulifard,suicide ideation of individuals in online social networks,,JO,PB,PLoS ONE,2019,4,8,4,e62262
1188,completed,Modeling the Social Environmental Influences and Mechanisms of Suicide,chicago,2016,2019,david a boulifard,enhanced suicidal ideation detection from social media using a cnn bilstm hybrid model,,PR,PB,2023 6th International Conference on Electrical Information and Communication Technology (EICT),2019,12,,,1-6
1195,completed,,boston,,,xavier a giroud,network pruning via resource reallocation,,JO,PB,Pattern Recognition,2018,1,145,,109886
1212,completed,,chicago,,,rustom d manouchehri irani,contrastive pre training for imbalanced corporate credit ratings,,PR,PB,2022 14th International Conference on Machine Learning and Computing (ICMLC),2018,2,,,293-297
1212,completed,,chicago,,,rustom d manouchehri irani,the puzzle of carbon allowance spread,,JO,PB,Energy Economics,2018,5,146,,108459
1213,completed,,triangle,,,gale a boyd,drell yan and j psi production in high energy proton nucleus and nucleus nucleus collisions,,JO,PB,Nuclear Physics A,2019,12,661,,558c-567c
1213,completed,,triangle,,,gale a boyd,j psi production and absorption in high energy proton nucleus collisions,,JO,PB,Nuclear Physics A,2019,12,661,,558c-567c
1213,completed,,triangle,,,gale a boyd,baryon charged hadron drell yan and j psi production in high energy proton nucleus collisions,,PR,PB,AIP Conference Proceedings,2019,,,,53-68
1220,completed,"Quantifying the Eligibility, Enrollment, and Retention of Low- and Moderate-Income Populations in Means-Tested Programs",berkeley,2018,2024,caroline p danielson,addressing the recruitment and retention of female students in computer science at third level,,PR,PB,Proceedings of the 16th Western Canadian Conference on Computing Education,2024,5,,,43-44
1227,completed,Effects of Organizational Structure and Governance on Retail Establishment Productivity,missouri,2014,2018,matthew sveum,understanding retail productivity by simulating management practise,,JO,PB,SSRN Electronic Journal,2018,,,,
1237,completed,,fed board,,,christopher j kurz,a determinant on birational maps of severi brauer surfaces,,JO,PB,Sbornik: Mathematics,2023,3,211,3,466-480
1255,completed,,boston,,,oren ziv,a binary wyner ziv code design based on compound ldgm ldpc structures,,JO,PB,IET Communications,2017,2,12,4,375-383
1257,completed,,colorado,,,wolfgang keller,will southeast asia be the next global manufacturing hub a multiway cointegration causality and dynamic connectedness analyses on factors influencing offshore decisions,,JO,PB,SSRN Electronic Journal,2019,,,,
1273,completed,,baruch,,,sebastian heise,a game theoretic view of the interference channel impact of coordination and bargaining,,JO,PB,IEEE Transactions on Information Theory,2017,5,57,5,2805-2820
1310,completed,Estimating the Determinants of Private School Enrollment: The Role of School Attendance Zone Racial and Ethnic Composition,cornell,2016,2021,salvatore saporito,impacts of differential privacy on fostering more racially and ethnically diverse elementary schools,,JO,PB,Urban Education,2021,3,34,1,89-114
1314,completed,How does competition affect firms' decisions of buying or producing their intermediate inputs?,baruch,2014,2017,ildiko magyari,federated learning and free riding in a competitive market,,PR,PB,2024 IEEE 5th India Council International Subsections Conference (INDISCON),2017,8,,,1-6
1315,active,Economic Impact of Science and Engineering Workers,cornell,2019,,gerald r marschke,fair compensation,,OT,UP,The Law Firm of the Future,None,None,,,95-104
1329,completed,Patterns of Locational Attainment,baruch,2017,2020,lance freeman,using deep learning to generate complete log statements,,PR,PB,Proceedings of the 44th International Conference on Software Engineering,2020,5,,,2279-2290
1329,completed,Patterns of Locational Attainment,baruch,2017,2020,lance freeman,freeman towards benchmarking 3d human pose estimation under real world conditions,,PR,PB,2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),2020,6,,,21978-21988
1338,completed,,berkeley,,,conrad c miller,a note on an integration by parts formula for the generators of uniform translations on configuration space,,JO,PB,"Infinite Dimensional Analysis, Quantum Probability and Related Topics",2018,12,15,04,1250028
1338,completed,,berkeley,,,conrad c miller,a new characterization of conrad s property for group orderings with applications,,JO,PB,Algebraic &amp; Geometric Topology,2018,10,9,4,2079-2100
1356,active,"Access to Financing and Its impact on Growth, Innovation, and Performance",boston,2020,,karthik krishnan,advancing ischemic stroke diagnosis a novel two stage approach for blood clot origin identification,,JO,PB,Micromachines,2021,8,12,8,928
1359,completed,A Social Vulnerability Approach to Understanding Establishment-level Toxic Emissions ,texas,2015,2018,alesha istvan,user engagement and the toxicity of tweets,,BO,PB,Lecture Notes in Computer Science,2018,,,,802-808
1359,completed,A Social Vulnerability Approach to Understanding Establishment-level Toxic Emissions ,texas,2015,2018,alesha istvan,understanding the bystander effect on toxic twitter conversations,,PR,PB,Proceedings of the Web Conference 2021,2018,4,,,1086-1097
1360,completed,Trends and Processes of Hispanic Neighborhood Ascent in the U.S.,usc,2015,2019,ann l owens,equity in the distribution of regulatory pm2 5 monitors,,BO,PB,JavaScript Frameworks for Modern Web Dev,2019,,,,53-72
1381,completed,Accounting for Productivity Dispersion over the Business Cycle,fed board,2017,2022,robert j kurtzman,global impact of covid 19 restrictions on the atmospheric concentrations of nitrogen dioxide and ozone,,JO,PB,Atmospheric Chemistry and Physics,2022,3,21,5,3555-3592
1385,completed,,triangle,,,jerome p reiter,a generator for generalized inverse gaussian distributions,,BO,PB,Level-Crossing Problems and Inverse Gaussian Distributions,2019,7,,,21-50
1392,completed,Improving the quality of the National Crime Victimization Survey and Police Public Contact Survey in order to better understand the determinates of help-seeking behavior among victims of intimate-partner and sexual assaults,texas,2016,2019,megan bears augustyn,surveying residential burglaries a case study of local crime measurement,,JO,PB,Criminal Justice Policy Review,2019,12,28,9,918-940
1400,completed,Propagation in Production Networks,boston,2017,2023,lawrence d schmidt,solbp second order loopy belief propagation for inference in uncertain bayesian networks,,PR,PB,2022 25th International Conference on Information Fusion (FUSION),2023,7,,,1-8
1403,completed,Forecasting Income Inequality in the United States,washington,2016,2019,marina gindelsky,the transmission of uncertainty shocks on income inequality state level evidence from the united states,,JO,PB,Journal of Economic Behavior &amp; Organization,2019,3,183,,887-900
1403,completed,Forecasting Income Inequality in the United States,washington,2016,2019,marina gindelsky,lady and the tramp nextdoor online manifestations of economic inequalities in the nextdoor social network,,JO,PB,Proceedings of the International AAAI Conference on Web and Social Media,2019,6,17,,399-410
1403,completed,Forecasting Income Inequality in the United States,washington,2016,2019,marina gindelsky,mechanical model of personal income distribution,,JO,PB,SSRN Electronic Journal,2019,,,,
1410,completed,The Effects of Adjustment Costs on Market Competition,chicago,2015,2018,german bet,investigating the efficiency of the asian handicap football betting market with ratings and bayesian networks,,JO,PB,Journal of Sports Analytics,2018,12,8,3,171-193
1410,completed,The Effects of Adjustment Costs on Market Competition,chicago,2015,2018,german bet,xgboost learning of dynamic wager placement for in play betting on an agent based model of a sports betting exchange,,PR,PB,Proceedings of the 16th International Conference on Agents and Artificial Intelligence,2018,,,,159-171
1449,completed,Using Restricted Census Data to Examine Labor Union Formation and its Wage Effects for Multinational Firms and their Establishments in the Manufacturing Sector,texas,2016,2020,erica palmer,cognitive endurance talent selection and the labor market returns to human capital,,JO,PB,SSRN Electronic Journal,2020,,,,
1450,active,,chicago,,,christopher m clapp,when invariants matter the role of i1 and i2 in neural network models of incompressible hyperelasticity,,JO,PB,International Journal of Solids and Structures,2022,6,244-245,,111581
1456,completed,Geographic Variation in ACA-Related Media Messages and Health Insurance Enrollment,minnesota,2016,2020,sarah gollust,sustained online amplification of covid 19 elites in the united states,,JO,PB,Social Media + Society,2020,4,7,2,
1459,completed,,minnesota,,,carolyn a liebler,regular ovoids and cameron liebler sets of generators in polar spaces,,JO,PB,"Journal of Combinatorial Theory, Series A",2022,7,213,,106029
1506,completed,,philadelphia,,,parag mahajan,inventories demand shocks propagation and amplification in supply chains,,JO,PB,International Journal of Logistics Systems and Management,2021,,21,2,133
1506,completed,,philadelphia,,,parag mahajan,do black and indigenous communities receive their fair share of vaccines under the 2018 cdc guidelines,,RE,PB,,2021,9,,,
1510,completed,Analysis and Report on Individuals Who are Eligible for but Not Enrolled in the Medicare Savings,washington,2016,2019,kyle j caswell,the price elasticity of gleevec in patients with chronic myeloid leukemia enrolled in medicare part d evidence from a regression discontinuity design,,JO,PB,Journal of Oncology Practice,2019,2,13,2,e152-e162
1510,completed,Analysis and Report on Individuals Who are Eligible for but Not Enrolled in the Medicare Savings,washington,2016,2019,kyle j caswell,conclusions from a naive bayes operator predicting the medicare 2011 transaction data set,,PR,PB,2016 2nd International Conference on Applied and Theoretical Computing and Communication Technology (iCATccT),2019,,,,
1518,active,,georgetown,,,sharat ganapati,russian agricultural industry under sanction wars,,JO,PB,Scientific Works of the Free Economic Society of Russia,2022,,235,3,122-133
1518,active,,georgetown,,,sharat ganapati,unintended consequences of export restrictions on medical goods during the covid 19 pandemic,,JO,PB,Journal of Complex Networks,2021,12,10,1,
1519,completed,,boston,,,gabriel unger,decoupling multistep schemes for elliptic parabolic problems,,JO,PB,Mathematics of Computation,2022,3,90,329,1089-1118
1519,completed,,boston,,,gabriel unger,sub 20 nm short channel carbon nanotube transistors,,JO,PB,Nano Letters,2022,11,5,1,147-150
1528,completed,Corporate Liquid Assets Management,fed board,2016,2023,youngsuk yook,transaction cost analytics for corporate bonds,,JO,PB,Quantitative Finance,2023,4,22,7,1295-1319
1528,completed,Corporate Liquid Assets Management,fed board,2016,2023,youngsuk yook,liquidity stress testing in asset management part 2 modeling the asset liquidity risk,,JO,PB,SSRN Electronic Journal,2023,,,,
1528,completed,Corporate Liquid Assets Management,fed board,2016,2023,youngsuk yook,liquidity stress testing in asset management part 3 managing the asset liability liquidity risk,,JO,PB,SSRN Electronic Journal,2023,,,,
1532,active,"Capital Markets, Incentives, and Managerial Decisions",triangle,2017,,eva labro,bertrand oligopoly in insurance markets with value at risk constraints,,JO,PB,The Review of Economic Studies,1986,4,53,2,175
1549,completed,,penn state,,,eric p baumer,crime in proportions applying compositional data analysis to european crime trends for 2022,,JO,PB,Eurasian Advocacy (Evraziiskaya Advokatura),2024,7,,3(68),
1549,completed,,penn state,,,eric p baumer,a benchmark for crime surveillance video analysis with large models,,PR,PB,TENCON 2024 - 2024 IEEE Region 10 Conference (TENCON),2024,12,,,563-566
1561,active,Longitudinal predictors of Skill Demands in Targeted U.S. Industries,michigan,2018,,hye jin rho,extinction dynamics from meta stable coexistences in an evolutionary game,,JO,PB,Physical Review E,2017,10,96,4,
1561,active,Longitudinal predictors of Skill Demands in Targeted U.S. Industries,michigan,2018,,hye jin rho,uncovering the skillsets required in computer science jobs using social network analysis,,JO,PB,Education and Information Technologies,2023,12,29,10,12759-12780
1583,active,Evaluating the Quality of the SIPP-EHC Field Tests Using Administrative Records and Paradata,ncrn,2016,,robert belli,machine learning classifiers for logographic name matching in public health applications approaches for incorporating phonetic visual and keystroke similarity in large scale probabilistic record linkage,,BO,PB,Cyber Security Threats and Challenges Facing Human Life,2022,6,,,187-197
1591,completed,,boston,,,gabriel unger,hadron production at fixed target energies and extensive air showers,,PR,PB,Proceedings of 35th International Conference of High Energy Physics — PoS(ICHEP 2010),2022,3,,,449
1594,active,The Causes and Consequences of Automation,berkeley,2021,,sydnee caldwell,cosmic strings in an open universe quantitative evolution and observational consequences,,JO,PB,Physical Review D,1997,10,56,8,4568-4577
1616,active,,chicago,,,christina patterson,coarse wage setting and behavioral firms,,JO,PB,Review of Economics and Statistics,2024,6,,,1-41
1632,active,The Effects of Social Insurance Financing on Firm Behavior,stanford,2017,,audrey m guo,modeling the evolutionary trends in corporate esg reporting a study based on knowledge management model,,BO,PB,,2024,,,,
1633,active,Employers in the U.S. Nonprofit Sector,uiuc,2017,,benjamin m marx,harnessing the power of the crowd to increase capacity for data science in the social sector,,ED,PB,,2024,5,,,
1652,completed,"Natural Disasters, Recessions and Adaptive Capacity",stanford,2017,2021,ishuwar seetharam,resource allocation for 5g uav based emergency wireless communications,,JO,PB,IEEE Journal on Selected Areas in Communications,2021,11,39,11,3395-3410
1652,completed,"Natural Disasters, Recessions and Adaptive Capacity",stanford,2017,2021,ishuwar seetharam,multi hazard bayesian hierarchical model for damage prediction,,BO,PB,Conference Proceedings of the Society for Experimental Mechanics Series,2021,,,,55-66
1664,completed,,triangle,,,seth g sanders,the evolution of the game of baccarat,,JO,PB,The Journal of Gambling Business and Economics,2022,10,9,2,1-13
1664,completed,,triangle,,,seth g sanders,game design inspired by quantum physics a case study on the quantum photo booth,,BO,PB,Lecture Notes in Computer Science,2022,,,,346-352
1668,active,The Impact of Accounting Frauds on Labor Markets,stanford,2017,,jung ho choi,dynamic fraud detection integrating reinforcement learning into graph neural networks,,PR,PB,2024 6th International Conference on Data-driven Optimization of Complex Systems (DOCS),2024,8,,,818-823
1670,completed,Trade Exposure and Firm Dynamics,philadelphia,2017,2024,andre kurmann,tradingagents multi agents llm financial trading framework,,JO,PB,Ovidius University Annals. Economic Sciences Series,2024,2,24,2,613-623
1675,completed,,austin,,,nathaniel a pancost,an empirical test for eurozone contagion using an asset pricing model with heavy tailed stochastic volatility,,JO,PB,Applied Mathematics &amp; Optimization,2022,1,43,1,47-62
1680,active,The Employment and Wage Effects of Mergers and Acquisitions,maryland,2020,,xi he,long term employment effects of the minimum wage in germany new data and estimators,,JO,PB,SSRN Electronic Journal,2024,,,,
