ProjID,ProjectStatus,ProjectTitle,ProjectRDC,ProjectYearStarted,ProjectYearEnded,ProjectPI,OutputTitle,OutputBiblio,OutputType,OutputStatus,OutputVenue,OutputYear,OutputMonth,OutputVolume,OutputNumber,OutputPages
1899,completed,Locational Attainment and Residential Segregation of Foreign-Born and Native-Born Blacks,missouri,2018,2022,nicole jones,multifractal analysis of racially constrained population patterns and residential segregation in the us cities,,JO,PB,Nature Cities,2022,2,1,3,194-204
1901,active,How Do Households Relocate in Response to the Changes in Moving Costs? ,colorado,2020,,jared carbone,development of current estimated household data and agent based simulation of the future population distribution of households in japan,,JO,PB,"Computers, Environment and Urban Systems",2022,12,98,,101873
1901,active,How Do Households Relocate in Response to the Changes in Moving Costs? ,colorado,2020,,jared carbone,power to the teens a model of parents and teens collective labor supply,,JO,PB,Diabetes Spectrum,2002,1,15,1,6-8
1908,completed,,baruch,,,xavier a giroud,import competition and domestic vertical integration theory and evidence from chinese firms,,JO,PB,Applied Economics,2024,3,,,1-18
1908,completed,,baruch,,,xavier a giroud,production networks and war,,JO,PB,SSRN Electronic Journal,2024,,,,
1920,completed,,triangle,,,seth g sanders,education opportunities for rural areas evidence from china s higher education expansion,,JO,PB,Journal of Population Economics,2022,4,35,4,1821-1858
1920,completed,,triangle,,,seth g sanders,computer science for all concepts to engage teenagers and non cs students in technology,,PR,PB,Proceedings of the 12th European Conference on Game Based Learning,2022,10,,,77
1958,active,,uiuc,,,rustom d manouchehri irani,real implications of quantitative easing in the euro area a complex network perspective,,BO,PB,Studies in Computational Intelligence,2017,11,,,1162-1173
1975,active,,boston,,,teresa c fort,information consumption and size in firms,,JO,PB,Royal Society Open Science,2024,11,11,11,
1987,active,Managerial Incentives in the Asset Management Industry,boston,2022,,kevin mullally,real time integrated learning and decision making for asset networks,,JO,PB,Manufacturing &amp; Service Operations Management,2023,1,25,1,235-253
2040,active,Understanding the long-term impacts of state mandatory kindergarten attendance,irvine,2019,,jade jenkins,kindergarden quantum mechanics graduates or how i learned to stop gluing lego together and love the zx calculus,,JO,PB,Theoretical Computer Science,2022,1,897,,1-22
2040,active,Understanding the long-term impacts of state mandatory kindergarten attendance,irvine,2019,,jade jenkins,interactive digital learning materials for kindergarten students in bangladesh,,JO,PB,International Journal of Academic Research in Progressive Education and Development,2023,4,12,2,
2041,completed,Does Access to Health Care Affect Teen Birth Rates and School Dropout Rates? Evidence from School-based Health Centers,cornell,2019,2023,michael lovenheim,ethics data science and health and human services embedded bias in policy approaches to teen pregnancy prevention,,PO,PB,,2023,7,,,
2041,completed,Does Access to Health Care Affect Teen Birth Rates and School Dropout Rates? Evidence from School-based Health Centers,cornell,2019,2023,michael lovenheim,function on function regression for the identification of epigenetic regions exhibiting windows of susceptibility to environmental exposures,,JO,PB,The Annals of Applied Statistics,2023,9,15,3,
2050,completed,Demographic Inversion in U.S. Metropolitan Areas,dallas,2019,2026,kyle e walker,geography of emotion where in a city are people happier,,JO,PB,Endocrinología y Nutrición (English Edition),2026,1,61,1,1-2
2050,completed,Demographic Inversion in U.S. Metropolitan Areas,dallas,2019,2026,kyle e walker,modeling bike share station activity effects of nearby businesses and jobs on trips to and from stations,,PO,PB,,2026,6,,,
2050,completed,Demographic Inversion in U.S. Metropolitan Areas,dallas,2019,2026,kyle e walker,ambient noise full waveform inversion with neural operators,,PR,PB,Proceedings,2026,6,,,
2054,completed,"Displacement, Neighborhood Change, and Residential Migration Patterns:  Causes and Consequences",colorado,2019,2024,anita pena,dynamics of racial segregation and gentrification in new york city,,JO,PB,Frontiers in Physics,2024,2,9,,
2055,active,Labor Market Implications of Credit Supply Shocks,atlanta,2019,,manasa gopal,labor informality and credit market accessibility,,PO,PB,,2023,,,,
2061,completed,Modeling census tract-level housing quality and substandard unit repair costs,philadelphia,2019,2022,eileen divringi,visual perception of building and household vulnerability from streets,,BO,PB,"Women, Organizations and Vulnerability",2022,1,,,196-206
2061,completed,Modeling census tract-level housing quality and substandard unit repair costs,philadelphia,2019,2022,eileen divringi,a repairable system supported by two spare units and serviced by two types of repairers,,JO,PB,Journal of Statistical Theory and Applications,2022,,20,2,180
2061,completed,Modeling census tract-level housing quality and substandard unit repair costs,philadelphia,2019,2022,eileen divringi,prediction method of cigarette draw resistance based on correlation analysis,,JO,PB,Computers and Electronics in Agriculture,2022,5,208,,107808
2061,completed,Modeling census tract-level housing quality and substandard unit repair costs,philadelphia,2019,2022,eileen divringi,an income based approach to modeling commuting distance in the toronto area,,JO,PB,Research in Transportation Business &amp; Management,2022,6,43,,100720
2080,completed,,penn state,,,elizabeth korver glenn,new insights into rental housing markets across the united states web scraping and analyzing craigslist rental listings,,PO,PB,,2024,3,,,
2081,active,Dynamics of Firm Location Decisions,penn state,2020,,rebecca l mueller,mueller navelet jets at lhc the first complete nll bfkl study,,PR,PB,Proceedings of Sixth International Conference on Quarks and Nuclear Physics — PoS(QNP2012),2012,10,,,165
2082,completed,Neighborhood Income and Material Hardship in the United States,penn state,2019,2022,john d iceland,nationwide frequency dependent seismic site amplification models for iceland,,JO,PB,Soil Dynamics and Earthquake Engineering,2022,8,183,,108798
2086,completed,Small Area Estimates of Childhood Obesity: A Spatial Multilevel Modeling Approach,triangle,2019,2023,jan m eberth,is it possible to obtain reliable estimates for the prevalence of anemia and childhood stunting among children under 5 in the poorest districts in peru,,JO,PB,BMC Pediatrics,2023,6,22,1,
2086,completed,Small Area Estimates of Childhood Obesity: A Spatial Multilevel Modeling Approach,triangle,2019,2023,jan m eberth,multi time small area estimation of oil and gas production capacities by bayesian multilevel modeling,,OT,PB,Wiley StatsRef: Statistics Reference Online,2023,2,,,1-10
2095,active,Defensive Innovation and Firm Growth in the U.S.: Impact of International Trade,baruch,2019,,seula kim,innovation and imitation,,BO,PB,Cyprus: An island culture,2012,8,,,224-240
2110,active,The Long-Term Effects of Housing Mobility on Civic and Political Participation,chicago,2020,,david j knight,online assemblies civic technologies reshaping the public space,,BO,PB,Sabaudian Studies,2013,4,,,240-258
2110,active,The Long-Term Effects of Housing Mobility on Civic and Political Participation,chicago,2020,,david j knight,civic engagement among early internet adopters trend or phase,,JO,PB,Journal of Applied Gerontology,2008,5,27,4,424-445
2110,active,The Long-Term Effects of Housing Mobility on Civic and Political Participation,chicago,2020,,david j knight,mobilizing the trump train understanding collective action in a political trolling community,,JO,PB,Proceedings of the International AAAI Conference on Web and Social Media,2018,6,12,1,
2112,completed,The Demographics of Air Conditioning Adoption: Evidence from the American Housing Survey,baruch,2019,2023,jeffrey shrader,rental housing spot markets how online information exchanges can supplement transacted rents data,,JO,PB,Journal of Planning Education and Research,2023,2,43,3,525-537
2112,completed,The Demographics of Air Conditioning Adoption: Evidence from the American Housing Survey,baruch,2019,2023,jeffrey shrader,equity in 311 reporting understanding socio spatial differentials in the propensity to complain,,BO,PB,"A Companion to Transport, Space and Equity",2023,,,,196-196
2117,active,,maryland,,,liu a yang,finrl deep reinforcement learning framework to automate trading in quantitative finance,,JO,PB,SSRN Electronic Journal,2021,,,,
2120,active,,texas,,,charles m tolbert,a review on internet of things for defense and public safety,,JO,PB,Sensors,2016,10,16,10,1644
2120,active,,texas,,,charles m tolbert,junk news on military affairs and national security social media disinformation campaigns against us military personnel and veterans,,BO,PB,The American Psychiatric Association Publishing Textbook of Suicide Risk Assessment and Management,2020,1,,,
2127,active,Employment Diversity and Firm Outcomes,ucla,2020,,henry friedman,firm level supply chains to minimize unemployment and economic losses in rapid decarbonization scenarios,,JO,PB,Nature Sustainability,2024,4,7,5,581-589
2128,active,Causes and Consequences of Asset Reallocation and Utilization in the Economy,utah,2020,,benjamin iverson,ambiguous volatility and asset pricing in continuous time,,JO,PB,Review of Financial Studies,2013,4,26,7,1740-1786
2129,active,Are Firms' Internal Capital Markets Efficient? Evidence from Regional Government Subsidies,stanford,2021,,rebecca lester,optimal pricing for carbon dioxide removal under inter regional leakage,,JO,PB,Journal of Environmental Economics and Management,2023,1,117,,102769
2133,active,,berkeley,,,jose carreno garcia,time warped growth processes with applications to the modeling of boom bust cycles in house prices,,JO,PB,The Annals of Applied Statistics,2014,9,8,3,
2136,active,SNAP and the Human Capital Investments of Young Adults,cornell,2019,,sarah hamersma,multidimensional skills as a measure of human capital evidence from linkedin profiles,,JO,PB,American Economic Review,2020,8,110,8,2328-2376
2154,active,Financial Reporting Regulation and Firm Dynamics,baruch,2022,,yao liu,incentive aware models of financial networks,,JO,PB,Operations Research,2024,11,72,6,2321-2336
2167,active,Social Cohesion under Consolidation and Population Mobility,chicago,2020,,linda zhao,observed mobility behavior data reveal social distancing inertia,,JO,PB,Scientific Reports,2024,1,14,1,
2175,completed,"Evicted America: National Study of Eviction Prevalence, Causes, and Consequences",baruch,2019,2022,ashley gromis,automated identification of eviction status from electronic health record notes,,JO,PB,Journal of the American Medical Informatics Association,2022,5,30,8,1429-1437
2181,active,Dynamic Export Capabilities and Export Venture Success,atlanta,2022,,kelly hewett,whack a chip the futility of hardware centric export controls,,BO,PB,Encyclopedia of Soviet Law,1985,1,,,301-301
2185,active,Corporate Research and American Manufacturing,triangle,2021,,sharon belenzon,genomic materials design calculation of phase dynamics,,BO,PB,Zentropy,2024,5,,,275-307
2192,active,,yale,,,lara shore sheppard,hiring in the substance use disorder treatment related sector during the first five years of medicaid expansion,,JO,PB,PLOS ONE,2020,1,15,1,e0228394
2212,active,Gentrification in the Context of New Geography,michigan,2020,,michelle lam,a graph based multimodal framework to predict gentrification,,PR,PB,2016 IEEE International Conference on Multimedia and Expo (ICME),2016,7,,,1-6
2214,active,,chicago,,,nicolas crouzet,ownership chains in multinational enterprises,,JO,PB,SSRN Electronic Journal,2023,,,,
2215,active,The Social and Economic Consequences of Violent Victimization in the NCVS,colorado,2019,,joshua clapp,comparison of the cost metrics for reversible and quantum logic synthesis,,PR,PB,2023 IEEE/ACM International Conference on Computer Aided Design (ICCAD),2023,10,,,1-9
2215,active,The Social and Economic Consequences of Violent Victimization in the NCVS,colorado,2019,,joshua clapp,a non intrusive and context based vulnerability scoring framework for cloud services,,JO,PB,IEEE Access,2018,,6,,44591-44606
2222,active,Empirical Studies in Productivity,penn state,2021,,coenraad pinkse,resurgence analysis of the adler function at order 1 n f 2,,JO,PB,Physics Letters B,2021,6,817,,136338
2222,active,Empirical Studies in Productivity,penn state,2021,,coenraad pinkse,on margin based generalization prediction in deep neural networks,,JO,PB,Neural Networks,2022,7,151,,48-60
2226,completed,Worker Quality and Firm Heterogeneity,michigan,2020,2022,michael a zabek,sorting with teams,,JO,PB,Journal of Political Economy,2022,2,133,2,421-454
2228,active,"""Fixing"" 1990-2010 Census Geography: Geocoding Restricted Data and Assessing Public Estimates",minnesota,2019,,jonathan schroeder,integer subspace differential privacy,,JO,PB,Proceedings of the AAAI Conference on Artificial Intelligence,2023,6,37,6,7349-7357
2228,active,"""Fixing"" 1990-2010 Census Geography: Geocoding Restricted Data and Assessing Public Estimates",minnesota,2019,,jonathan schroeder,small domain estimation of census coverage a case study in bayesian analysis of complex survey data,,JO,PB,Journal of Official Statistics,2022,9,38,3,767-792
2228,active,"""Fixing"" 1990-2010 Census Geography: Geocoding Restricted Data and Assessing Public Estimates",minnesota,2019,,jonathan schroeder,estimating local daytime population density from census and payroll data,,PO,PB,,2018,5,,,
2229,active,"The Impact of Trade on Consumption, Earnings, and Inequality in the United States",utah,2022,,jiashuo feng,the distributional effects of economic uncertainty,,BO,PB,Texts in Applied Mathematics,2015,,,,295-318
2272,active,The Lifelong Consequences of Early-life Circumstances,atlanta,2020,,seth neller,lfs gan lifelong few shot image generation,,PR,PB,2023 IEEE/CVF International Conference on Computer Vision (ICCV),2023,10,,,11322-11332
2272,active,The Lifelong Consequences of Early-life Circumstances,atlanta,2020,,seth neller,lifelong vehicle trajectory prediction framework based on generative replay,,JO,PB,IEEE Transactions on Intelligent Transportation Systems,2023,12,24,12,13729-13741
2280,active,The Urban Geography of Household Mortgages and Housing Returns,texas,2021,,jonathan halket,household leverage cycle around the great recession,,JO,PB,SSRN Electronic Journal,2024,,,,
2283,active,"State Variation in Intimate Partner Violence Rates, Reporting, and Healthcare Utilization",colorado,2019,,sarah small,identifying risk patterns in brazilian police reports preceding femicides a long short term memory lstm based analysis,,PR,PB,2023 IEEE Global Humanitarian Technology Conference (GHTC),2023,10,,,144-150
2285,active,,boston,,,elizabeth fussell,assessment of electrical and infrastructure recovery in puerto rico following hurricane maria using a multisource time series of satellite imagery,,PR,PB,Earth Resources and Environmental Remote Sensing/GIS Applications IX,2018,10,,,33
2285,active,,boston,,,elizabeth fussell,a bayesian projection of the total fertility rate of puerto rico 2020 2050,,JO,PB,American Journal of Sociology,1947,7,53,1,34-40
2299,active,"Exchange Rate Movements, International Trade and Financial Market Reaction",ucla,2020,,ivo welch,behavior of liquidity providers in decentralized exchanges,,JO,PB,SSRN Electronic Journal,2022,,,,
2309,active,Technology Lock-In: Evidence from U.S. Manufacturing,berkeley,2019,,kendra r marcoux,time series classification in smart manufacturing systems an experimental evaluation of state of the art machine learning algorithms,,JO,PB,Robotics and Computer-Integrated Manufacturing,2025,2,91,,102839
2309,active,Technology Lock-In: Evidence from U.S. Manufacturing,berkeley,2019,,kendra r marcoux,the twa 3 young triple system orbits disks evolution,,JO,PB,The Astrophysical Journal,2017,8,844,2,168
2323,active,Understanding the Migration of Older Americans,cornell,2020,,dan black,news sentiment as a predictor for american domestic migration,,JO,PB,SSRN Electronic Journal,2023,,,,
2334,completed,Measuring Income Segregation with Precise Income Data,triangle,2020,2023,martin ruef,disentangling individual level from location based income uncovers socioeconomic preferential mobility and impacts segregation estimates,,JO,PB,Journal of Family Psychology,2023,12,35,8,1149-1159
2338,active,,wisconsin,,,jason fletcher,understanding complex patterns in social geographic and economic inequities in covid 19 mortality at the county level in the us using generalized additive models,,PO,PB,,2020,5,,,
2343,active,,minnesota,,,carolyn a liebler,reconstructing native american migrations from whole genome and whole exome data,,JO,PB,PLoS Genetics,2013,12,9,12,e1004023
2358,active,Real Estate Pass-through and Household Location Choices,ucla,2020,,ashvin gandhi,using machine learning to evaluate real estate prices using location big data,,PR,PB,2022 Systems and Information Engineering Design Symposium (SIEDS),2022,4,,,168-172
2359,active,Trends and Disparities in Fatal Occupational Injuries,triangle,2021,,david b richardson,exploring differences in injury severity between occupant groups involved in fatal rear end crashes a correlated random parameter logit model with mean heterogeneity,,JO,PB,Transportation Letters,2023,12,16,10,1276-1286
2371,active,Improving the Efficiency of Model-Informed Decision-making in Responsive and Adaptive Survey Designs,michigan,2021,,james r wagner,deriving priors for bayesian prediction of daily response propensity in responsive survey design historical data analysis vs literature review,,JO,PB,Journal of Survey Statistics and Methodology,2021,10,11,2,367-392
2371,active,Improving the Efficiency of Model-Informed Decision-making in Responsive and Adaptive Survey Designs,michigan,2021,,james r wagner,toward ethical robotic behavior in human robot interaction scenarios,,PR,PB,Companion of the 2018 ACM/IEEE International Conference on Human-Robot Interaction,2018,3,,,281-282
2377,active,"Flood Risk, Migration, and Policy: Evidence from U.S. Households",kentucky,2022,,lala ma,unsupervised graph deep learning reveals emergent flood risk profile of urban areas,,JO,PB,SSRN Electronic Journal,2023,,,,
2387,active,Understanding Factors Affecting the Ability of Older Workers to Participate in the Labor Force: Employer Concentration and Employer Demand,boston,2021,,gal wettstein,self respecting worker in the precarious gig economy a dynamic principal agent model,,JO,PB,SSRN Electronic Journal,2021,,,,
2391,completed,The Impact of Financing Constraints on Trade: Evidence from US Firm-Level Data,colorado,2021,2022,danny kurban,bounding the photon mass with ultrawide bandwidth pulsar timing data and dedispersed pulses of fast radio bursts,,JO,PB,The Astrophysical Journal,2022,4,965,1,38
2391,completed,The Impact of Financing Constraints on Trade: Evidence from US Firm-Level Data,colorado,2021,2022,danny kurban,implications of the first evidence for coherent elastic scattering of reactor neutrinos,,JO,PB,Physical Review D,2022,8,106,3,
2391,completed,The Impact of Financing Constraints on Trade: Evidence from US Firm-Level Data,colorado,2021,2022,danny kurban,adapting end to end speech recognition for readable subtitles,,PR,PB,Proceedings of the 17th International Conference on Spoken Language Translation,2022,,,,247-256
2403,active,,philadelphia,,,evan mast,uncovering urban mobility and city dynamics from large scale taxi origin destination o d trips case study in washington dc area,,JO,PB,Physica A: Statistical Mechanics and its Applications,2015,11,438,,140-153
2403,active,,philadelphia,,,evan mast,crowdsourcing the robin hood effect in cities,,JO,PB,Applied Network Science,2017,6,2,1,
2403,active,,philadelphia,,,evan mast,one city two tales using mobility networks to understand neighborhood resilience and fragility during the covid 19 pandemic,,JO,PB,Humanities and Social Sciences Communications,2024,3,11,1,
2411,active,Housing Wealth and Labor Market Outcomes,dallas,2021,,xi yang,the future of chatgpt enabled labor market a preliminary study in china,,BO,PB,Internet of Things and Big Data Analytics for a Green Environment,2024,10,,,168-183
2413,active,Intergenerational Insurance and Brain Drain in the Great Recession,wisconsin,2020,,garrett anstreicher,the academic great gatsby curve,,JO,PB,Journal of The Royal Society Interface,2024,8,21,217,
2416,active,,berkeley,,,abhay p aneja,accounting for recall bias in case control studies a causal inference approach,,RE,PB,,2020,5,,,
2420,active,"College Graduate Outcomes: College Major and Selectivity, Earnings, Career Ladders and Labor Demand Shocks",michigan,2021,,shawn martin,exploring tracer study service in career center web site of indonesia higher education,,JO,PB,Brilliance: Research of Artificial Intelligence,2024,8,4,1,453-462
2420,active,"College Graduate Outcomes: College Major and Selectivity, Earnings, Career Ladders and Labor Demand Shocks",michigan,2021,,shawn martin,career path suggestion using string matching and decision trees,,JO,PB,International Journal of Computer Applications,2015,5,117,7,32-34
2424,completed,Role Mothers: Intergenerational Transmission of Attitudes Towards Work,chicago,2021,2024,kelly g strada,a network perspective on attitude strength testing the connectivity hypothesis,,JO,PB,Social Psychological and Personality Science,2024,8,10,6,746-756
2424,completed,Role Mothers: Intergenerational Transmission of Attitudes Towards Work,chicago,2021,2024,kelly g strada,social network analysis of electric vehicles adoption a data based approach,,PR,PB,2020 IEEE International Conference on Human-Machine Systems (ICHMS),2024,9,,,1-4
2436,active,,georgetown,,,amy b o hara,recent topics on the o hara energies,,JO,PB,Progress in Cardiovascular Diseases,2013,7,56,1,A2
2436,active,,georgetown,,,amy b o hara,low resource court judgment summarization for common law systems,,JO,PB,Information Processing &amp; Management,2024,9,61,5,103796
2436,active,,georgetown,,,amy b o hara,geometry and complexity of o hara s algorithm,,JO,PB,Discrete Mathematics &amp; Theoretical Computer Science,2009,1,"DMTCS Proceedings vol. AK,...",Proceedings,
2439,active,Workers and International Markets,austin,2021,,nitya pandalai nayar,endogenous crashes as phase transitions,,JO,PB,The European Physical Journal B,2012,12,85,12,
2441,active,,chicago,,,chang tai hsieh,soft x ray magnetic circular dichroism study on gd doped euo thin films,,JO,PB,Physical Review Materials,2025,2,9,2,
2441,active,,chicago,,,chang tai hsieh,epitaxy stoichiometry and magnetic properties of gd doped euo films on ysz 001,,JO,PB,Physical Review B,2009,8,80,8,
2442,active,"Oil and Gas Siting, Housing Choices, and Environmental Justice",colorado,2021,,william b allshouse,evaluating the environmental justice dimensions of odor in denver colorado,,JO,PB,Journal of Exposure Science &amp; Environmental Epidemiology,2025,2,,,
2459,active,Employees in the U.S. Non-profit Sector,michigan,2021,,stephanie karol,notification timing for on demand personnel scheduling,,JO,PB,Journal of Parallel and Distributed Computing,2009,8,69,8,737-747
2471,active,Gated Communities and Inequality in the United States,baruch,2021,,shannon rieger,multilevel superconducting circuits as two qubit systems operations state preparation and entropic inequalities,,JO,PB,Physical Review A,2015,4,91,4,
2479,active,,philadelphia,,,xin dai,rapid adjustment and post processing of temperature forecast trajectories,,JO,PB,Quarterly Journal of the Royal Meteorological Society,2020,1,146,727,963-978
2481,completed,Immigration and the Demand for Urban Housing,ucla,2021,2024,miles finney,planning of integrated mobility on demand and urban transit networks,,JO,PB,Transportation Research Part A: Policy and Practice,2024,12,166,,499-521
2484,active,Implications of Gender Composition of Corporate Boards,utah,2021,,elena patel,stock fluctuations are correlated and amplified across networks of interlocking directorates,,JO,PB,EPJ Data Science,2014,10,3,1,
2485,active,The Relationship Between Neighborhood Abandonment and New Urbanist Environments,texas,2021,,ryun jung lee,online continual learning on hierarchical label expansion,,PR,PB,2023 IEEE/CVF International Conference on Computer Vision (ICCV),2023,10,,,11727-11736
2488,active,Trends in Couples' Work Patterns after Childbirth and Implications for Inequality: Evidence from the SIPP and Administrative Earnings,philadelphia,2022,,pilar gonalons,beyond baby blues the child penalty in mental health in switzerland,,JO,PB,Nursing,2012,8,42,8,44-46
2494,active,The Long-term Effects of the WIC Program: New Evidence,cornell,2021,,anna malinovskaya,procurement in welfare programs evidence and implications from wic infant formula contracts,,JO,PB,SSRN Electronic Journal,2011,,,,
2495,active,"Family Background, Local Opportunities, and Post-Secondary Education Decisions",wisconsin,2021,,matthew j wiswall,pitvqa vector matrix low rank adaptation for open ended visual question answering in pituitary surgery,,BO,PB,Lecture Notes in Computer Science,2024,,,,488-498
2498,active,The Impact of Location-Based and Business Designation,berkeley,2021,,ofer eldar,impact of artificial intelligence on businesses from research innovation market deployment to future shifts in business models,,JO,PB,International Journal of Scientific Research and Engineering Trends,2025,1,11,1,881-892
2508,active,Skill Mismatch and the Countercyclicality of the College Quality Premium,wisconsin,2020,,lois miller,statistical arbitrage risk premium by machine learning,,JO,PB,KI - Künstliche Intelligenz,2019,7,34,1,69-80
2508,active,Skill Mismatch and the Countercyclicality of the College Quality Premium,wisconsin,2020,,lois miller,reference dependent asset pricing with a stochastic consumption dividend ratio,,JO,PB,SSRN Electronic Journal,2024,,,,
2510,active,Effect of the State EITC and Local Minimum Wages on Poverty and Other Outcomes,stanford,2021,,charles varner,wealth and poverty the effect of poverty on communities,,DA,UP,Brill Encyclopedia of Early Christianity Online,,,,,
2510,active,Effect of the State EITC and Local Minimum Wages on Poverty and Other Outcomes,stanford,2021,,charles varner,the impact of the pandemic of covid 19 on child poverty in north macedonia simulation based estimates,,JO,PB,International Scientific Journal Monte,2022,,6,2,
2517,active,,baruch,,,john r logan,latin american hecap physics briefing book,,RE,PB,,2021,10,,,
2517,active,,baruch,,,john r logan,building communication skills in a theoretical statistics course,,JO,PB,Academic Therapy,1988,3,23,4,431-435
2522,completed,Socioeconomic Patterns of Micronesian people from the Freely Associated States,irvine,2021,2024,sabrina nasir,twitter and census data analytics to explore socioeconomic factors for post covid 19 reopening sentiment,,CO,UP,,2024,,,,
2529,active,Hierarchical mixed-effects modeling of standardized prevalence of vision loss in the United States: a generalizable approach to estimating vision loss in US Counties,seattle,2022,,abraham flaxman,simultaneous corn and soybean yield prediction from remote sensing data using deep transfer learning,,JO,PB,Scientific Reports,2021,5,11,1,
2540,active,Estimating Commuting Accessibility by Income and Departure Time,colorado,2021,,joe chestnut,automating seccomp filter generation for linux applications,,PR,PB,Proceedings of the 2021 on Cloud Computing Security Workshop,2021,11,,,139-151
2540,active,Estimating Commuting Accessibility by Income and Departure Time,colorado,2021,,joe chestnut,tracking the ell 2 norm with constant update time,,JO,PB,Algorithmica,2022,5,84,9,2667-2701
2547,active,Civil Rights Legislation and the Labor Market Conditions of Southern-born Black Americans,atlanta,2022,,celeste carruthers,an australian der bill of rights and responsibilities,,JO,PB,The Personnel and Guidance Journal,1975,4,53,8,557-562
2550,active,E-commerce's Impact on the Spatial Distribution of Retail Activity and Land Use,boston,2021,,rachel meltzer,the pulse of the city through twitter relationships between land use and spatiotemporal demographics,,JO,PB,Cities,2018,2,72,,310-319
2550,active,E-commerce's Impact on the Spatial Distribution of Retail Activity and Land Use,boston,2021,,rachel meltzer,fusu a multi temporal source land use change segmentation dataset for fine grained urban semantic understanding,,JO,PB,International Journal of Remote Sensing,2024,1,45,2,653-675
2552,active,,kentucky,,,alison davis,rural healthcare access and supply constraints a causal analysis,,JO,PB,Southern Economic Journal,2024,4,,,
2552,active,,kentucky,,,alison davis,a pathophysiological model driven communication for dynamic distributed medical best practice guidance systems,,JO,PB,Journal of Medical Systems,2016,9,40,11,
2565,active,Social Returns to Education,minnesota,2021,,mufaddal h baxamusa,measuring gender bias in educational videos a case study on youtube,,JO,PB,Urology,2022,11,169,,256-266
2568,active,Bundling Frictions of Tiebout Choice in the Sub-Metropolis,triangle,2021,,patrick j bayer,mukai bundles on fano threefolds,,JO,PB,Open Mathematics,2012,5,10,4,1198-1231
2582,completed,"The Effect of Housing Assistance Program on Labor Supply, Family Formation and Homeownership",penn state,2021,2022,ning zhang,radial analysis and scaling of housing prices in french urban areas,,JO,PB,Environment and Planning B: Urban Analytics and City Science,2022,9,,,
2586,active,Response to Shocks: Firm Size and Scope,chicago,2022,,sara patricia ferreira moreira,first order formalism for thick branes in modified gravity with lagrange multiplier,,JO,PB,EPL (Europhysics Letters),2020,2,129,1,11004
2586,active,Response to Shocks: Firm Size and Scope,chicago,2022,,sara patricia ferreira moreira,on the finite space blow up of the solutions of the swift hohenberg equation,,JO,PB,Calculus of Variations and Partial Differential Equations,2015,1,54,1,1161-1182
2593,active,The Labor-Market Effects of Parenthood,nebraska,2022,,brenden d timpe,the parenthood effect in urban mobility,,JO,PB,Economic Inquiry,2024,11,63,2,504-522
2600,completed,Medicare Savings Programs: Eligibility and Enrollment Trends,chicago,2021,2023,andrea wysocki,enrollment forecast for clinical trials at the portfolio planning phase based on site level historical data,,JO,PB,Pharmaceutical Statistics,2023,10,23,2,151-167
2601,active,Turn the Sailboat as the Wind Turns: Startup Relocation to and out of Clusters,georgetown,2021,,jing deng,measurement models for sailboats price vs features and regional areas,,JO,PB,Journal of Innovations in Economics &amp; Management,2024,10,5,4,127-151
2605,active,State and Local Taxes on Business Property,utah,2021,,troup howard,obamacare and a fix for the irs iteration,,JO,PB,Notices of the American Mathematical Society,2021,8,68,07,1
2605,active,State and Local Taxes on Business Property,utah,2021,,troup howard,on the potential and limitations of few shot in context learning to generate metamorphic specifications for tax preparation software,,PR,PB,Proceedings of the Natural Legal Language Processing Workshop 2023,2023,,,,230-243
2608,completed,"The Dynamics of Compensation at Young, High Growth Firms",ucla,2021,2022,anthony papac,supervised learning for the prediction of firm dynamics,,BO,PB,Data Science for Economics and Finance,2022,,,,19-41
2627,active,,boston,,,federico esposito,venture capital investments through the lens of network and functional data analysis,,JO,PB,Applied Network Science,2022,6,7,1,
2638,active,The role of finance in the production of industrial pollution: evidence from matched regulatory datasets,triangle,2021,,aymeric bellon,uncovering regulatory affairs complexity in medical products a qualitative assessment utilizing open coding and natural language processing nlp,,BO,PB,Lecture Notes in Computer Science,2006,,,,319-330
2644,active,The Impact of Housing Assistance on Residential Environmental Exposures,baruch,2022,,catherine l connolly,city scale assessment of pedestrian exposure to air pollution a case study in barcelona,,JO,PB,Urban Climate,2024,11,58,,102183
2657,active,,kentucky,,,alison davis,efficient economic model predictive control of water treatment process with learning based koopman operator,,JO,PB,Control Engineering Practice,2024,8,149,,105975
2660,active,Embedded Experimental Design Methodology for Informing Annual Survey of Manufactures (ASM) Survey Redesigns,kentucky,2022,,derek young,safety margin based design and redesign considering mixed epistemic model uncertainty and aleatory parameter uncertainty,,JO,PB,IEEE Access,2017,,5,,15505-15515
2661,active,The Effect of Rent Control and Inclusionary Zoning on Housing Affordability and Access to Opportunity,georgetown,2022,,christina stacy,identification of the breach of short term rental regulations in irish rent pressure zones,,JO,PB,Journal of Computer and Communications,2023,,11,02,8-19
2669,active,Alice and small business: How patent eligibility shapes market entry,berkeley,2022,,konhee chang,patentminer patent vacancy mining via context enhanced and knowledge guided graph attention,,BO,PB,Communications in Computer and Information Science,2021,,,,227-239
2669,active,Alice and small business: How patent eligibility shapes market entry,berkeley,2022,,konhee chang,the evolving boundary of green technology,,BO,UP,Advances in Environmental Engineering and Green Technologies,,,,,127-145
